,Month,Day,Year,total_minutes,Week,release_dayofweek,month_sin,month_cos,Action,Adventure,Comedy,Crime,Documentary,Drama,Fantasy,Romance,Sci-Fi,Thriller,MPAA_G,MPAA_NC-17,MPAA_PG,MPAA_PG-13,MPAA_R,total_revenue,target,movie_id
217,12,28,38,0.42169350957178314,2,2,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.6495178096468927,4.276942355889724,24
218,12,28,38,0.42169350957178314,3,2,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.6495178096468927,1.835727855616243,24
219,12,28,38,0.42169350957178314,4,2,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.6495178096468927,1.5279702711190202,24
220,12,28,38,0.42169350957178314,5,2,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.6495178096468927,3.351735218242877,24
221,12,28,38,0.42169350957178314,6,2,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.6495178096468927,-0.3919562749600116,24
222,12,28,38,0.42169350957178314,7,2,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.6495178096468927,-0.548569510431729,24
223,12,28,38,0.42169350957178314,8,2,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.6495178096468927,-0.5141739421325304,24
243,11,21,25,0.6695919756355839,1,4,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-0.41826772724590444,0.3990720467104577,27
244,11,21,25,0.6695919756355839,2,4,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-0.41826772724590444,-0.5581373018307102,27
245,11,21,25,0.6695919756355839,3,4,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-0.41826772724590444,2.1861278238165514,27
246,11,21,25,0.6695919756355839,4,4,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-0.41826772724590444,-0.5265730186668242,27
247,11,21,25,0.6695919756355839,5,4,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-0.41826772724590444,-0.5390378057119266,27
248,11,21,25,0.6695919756355839,6,4,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-0.41826772724590444,-0.35002518938687166,27
249,11,21,25,0.6695919756355839,7,4,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-0.41826772724590444,5.471676989213357,27
250,11,21,25,0.6695919756355839,8,4,-0.5000000000000004,0.8660254037844384,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,-0.41826772724590444,-0.9315469688618996,27
252,3,16,34,-0.07410342255581832,1,4,1.0,6.123233995736766e-17,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.19516622159077596,-0.4001828371969811,28
253,3,16,34,-0.07410342255581832,2,4,1.0,6.123233995736766e-17,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.19516622159077596,-0.29327989719200465,28
254,3,16,34,-0.07410342255581832,3,4,1.0,6.123233995736766e-17,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.19516622159077596,-0.20332507456175822,28
255,3,16,34,-0.07410342255581832,4,4,1.0,6.123233995736766e-17,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.19516622159077596,-0.25123352733447357,28
256,3,16,34,-0.07410342255581832,5,4,1.0,6.123233995736766e-17,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.19516622159077596,-0.6368256289747424,28
257,3,16,34,-0.07410342255581832,6,4,1.0,6.123233995736766e-17,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.19516622159077596,72.20434157984639,28
258,3,16,34,-0.07410342255581832,7,4,1.0,6.123233995736766e-17,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.19516622159077596,2.300671561379047,28
259,3,16,34,-0.07410342255581832,8,4,1.0,6.123233995736766e-17,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.19516622159077596,-0.8128646869501049,28
261,6,13,36,0.07463565708246211,1,4,1.2246467991473532e-16,-1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.7590198627919563,-0.40387398771069793,29
262,6,13,36,0.07463565708246211,2,4,1.2246467991473532e-16,-1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.7590198627919563,-0.3689483020388702,29
263,6,13,36,0.07463565708246211,3,4,1.2246467991473532e-16,-1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.7590198627919563,-0.33218899380215544,29
264,6,13,36,0.07463565708246211,4,4,1.2246467991473532e-16,-1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.7590198627919563,-0.3036587507058229,29
265,6,13,36,0.07463565708246211,5,4,1.2246467991473532e-16,-1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.7590198627919563,-0.4408455126134992,29
266,6,13,36,0.07463565708246211,6,4,1.2246467991473532e-16,-1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.7590198627919563,-0.5462523219599399,29
267,6,13,36,0.07463565708246211,7,4,1.2246467991473532e-16,-1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.7590198627919563,-0.6858205967800963,29
268,6,13,36,0.07463565708246211,8,4,1.2246467991473532e-16,-1.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.7590198627919563,-0.34901039140266854,29
315,2,21,36,0.32253412314626284,1,4,0.8660254037844386,0.5000000000000001,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.44941630266854693,-0.9923700217382533,35
316,2,21,36,0.32253412314626284,2,4,0.8660254037844386,0.5000000000000001,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.44941630266854693,0.8301945140241829,35
317,2,21,36,0.32253412314626284,3,4,0.8660254037844386,0.5000000000000001,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.44941630266854693,13.812209587212545,35
318,2,21,36,0.32253412314626284,4,4,0.8660254037844386,0.5000000000000001,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.44941630266854693,-0.6589762397177376,35
319,2,21,36,0.32253412314626284,5,4,0.8660254037844386,0.5000000000000001,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.44941630266854693,-0.6767006074553774,35
320,2,21,36,0.32253412314626284,6,4,0.8660254037844386,0.5000000000000001,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.44941630266854693,162.4839060123537,35
321,2,21,36,0.32253412314626284,7,4,0.8660254037844386,0.5000000000000001,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.44941630266854693,-0.5763949394473714,35
322,2,21,36,0.32253412314626284,8,4,0.8660254037844386,0.5000000000000001,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.44941630266854693,-0.6394511315287718,35
324,12,23,31,2.950257863422551,1,2,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.41898478761993746,-0.4136567639685362,36
325,12,23,31,2.950257863422551,2,2,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.41898478761993746,-0.5714539932615195,36
326,12,23,31,2.950257863422551,3,2,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.41898478761993746,-0.45038894886914155,36
327,12,23,31,2.950257863422551,4,2,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.41898478761993746,-0.5091268082362896,36
328,12,23,31,2.950257863422551,5,2,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.41898478761993746,-0.3616811689377771,36
329,12,23,31,2.950257863422551,6,2,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.41898478761993746,-0.38249099794238683,36
330,12,23,31,2.950257863422551,7,2,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.41898478761993746,-0.7908574998698391,36
331,12,23,31,2.950257863422551,8,2,-2.4492935982947064e-16,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.41898478761993746,-0.7318894697535474,36
333,3,9,29,0.32253412314626284,1,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.3010829004218543,-0.288050085203595,37
334,3,9,29,0.32253412314626284,2,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.3010829004218543,-0.07872792573353052,37
335,3,9,29,0.32253412314626284,3,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.3010829004218543,-0.4251659202503642,37
336,3,9,29,0.32253412314626284,4,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.3010829004218543,-0.3092533838962209,37
337,3,9,29,0.32253412314626284,5,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.3010829004218543,-0.259104745338914,37
338,3,9,29,0.32253412314626284,6,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.3010829004218543,-0.46180370866271714,37
339,3,9,29,0.32253412314626284,7,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.3010829004218543,52.136932147360525,37
340,3,9,29,0.32253412314626284,8,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.3010829004218543,3.804477561206185,37
342,3,7,36,-0.4211612750451394,1,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7861641243009929,-0.8482322515338181,38
343,3,7,36,-0.4211612750451394,2,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7861641243009929,1202.927710108384,38
344,3,7,36,-0.4211612750451394,3,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7861641243009929,-0.9980518043636887,38
345,3,7,36,-0.4211612750451394,4,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7861641243009929,1.8797856845609655,38
346,3,7,36,-0.4211612750451394,5,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7861641243009929,34.3958412360085,38
347,3,7,36,-0.4211612750451394,6,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7861641243009929,-0.5141537232841398,38
348,3,7,36,-0.4211612750451394,7,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7861641243009929,-0.941635485076077,38
349,3,7,36,-0.4211612750451394,8,4,1.0,6.123233995736766e-17,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.7861641243009929,76.63403440994385,38
351,9,7,29,0.5704325892100636,1,4,-1.0,-1.8369701987210297e-16,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.3765991026376798,-0.373075804283847,39
352,9,7,29,0.5704325892100636,2,4,-1.0,-1.8369701987210297e-16,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.3765991026376798,-0.32722026095396983,39
353,9,7,29,0.5704325892100636,3,4,-1.0,-1.8369701987210297e-16,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.3765991026376798,-0.29485021919291543,39
354,9,7,29,0.5704325892100636,4,4,-1.0,-1.8369701987210297e-16,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.3765991026376798,-0.9692168104628631,39
355,9,7,29,0.5704325892100636,5,4,-1.0,-1.8369701987210297e-16,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.3765991026376798,1.1609078266548807,39
356,9,7,29,0.5704325892100636,6,4,-1.0,-1.8369701987210297e-16,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.3765991026376798,10.683163931308151,39
357,9,7,29,0.5704325892100636,7,4,-1.0,-1.8369701987210297e-16,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.3765991026376798,-0.5006543250349575,39
358,9,7,29,0.5704325892100636,8,4,-1.0,-1.8369701987210297e-16,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-0.3765991026376798,-0.6884489147508052,39
360,3,1,24,-0.7186394343217003,1,4,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.26739034658928795,-0.385297716395429,40
361,3,1,24,-0.7186394343217003,2,4,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.26739034658928795,-0.3861173645953403,40
362,3,1,24,-0.7186394343217003,3,4,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.26739034658928795,-0.3237638528345208,40
363,3,1,24,-0.7186394343217003,4,4,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.26739034658928795,-0.6435979856450033,40
364,3,1,24,-0.7186394343217003,5,4,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.26739034658928795,-0.6869372678310942,40
365,3,1,24,-0.7186394343217003,6,4,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.26739034658928795,-0.5735160670438775,40
366,3,1,24,-0.7186394343217003,7,4,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.26739034658928795,-0.5921284562512386,40
367,3,1,24,-0.7186394343217003,8,4,1.0,6.123233995736766e-17,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-0.26739034658928795,-0.2045748040556955,40
369,4,12,35,0.8679107484866245,1,4,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2572890269739535,-0.3804893308885874,41
370,4,12,35,0.8679107484866245,2,4,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2572890269739535,-0.3830646532335352,41
371,4,12,35,0.8679107484866245,3,4,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2572890269739535,-0.4222729602325051,41
372,4,12,35,0.8679107484866245,4,4,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2572890269739535,-0.2555867447265994,41
373,4,12,35,0.8679107484866245,5,4,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2572890269739535,-0.3584039395991614,41
374,4,12,35,0.8679107484866245,6,4,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2572890269739535,-0.46972713765329854,41
375,4,12,35,0.8679107484866245,7,4,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2572890269739535,-0.6320975045210828,41
376,4,12,35,0.8679107484866245,8,4,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2572890269739535,-0.278873638417698,41
378,12,23,37,-0.7682191275344604,1,2,-2.4492935982947064e-16,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.6181613600284386,0.31635466288224606,42
379,12,23,37,-0.7682191275344604,2,2,-2.4492935982947064e-16,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.6181613600284386,0.827126837743001,42
380,12,23,37,-0.7682191275344604,3,2,-2.4492935982947064e-16,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.6181613600284386,1.7225899075086721,42
381,12,23,37,-0.7682191275344604,4,2,-2.4492935982947064e-16,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.6181613600284386,-0.008795953750842049,42
382,12,23,37,-0.7682191275344604,5,2,-2.4492935982947064e-16,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.6181613600284386,0.1352729328795129,42
383,12,23,37,-0.7682191275344604,6,2,-2.4492935982947064e-16,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.6181613600284386,-0.3988812355477591,42
384,12,23,37,-0.7682191275344604,7,2,-2.4492935982947064e-16,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.6181613600284386,-0.9498350077445344,42
385,12,23,37,-0.7682191275344604,8,2,-2.4492935982947064e-16,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.6181613600284386,3.7622650720039053,42
387,6,16,39,-1.0656972868110213,1,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.41062056949979,-0.3412833238598611,43
388,6,16,39,-1.0656972868110213,2,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.41062056949979,-0.2975886184914867,43
389,6,16,39,-1.0656972868110213,3,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.41062056949979,-0.44735325731208686,43
390,6,16,39,-1.0656972868110213,4,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.41062056949979,-0.5752779630076833,43
391,6,16,39,-1.0656972868110213,5,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.41062056949979,-0.6246734342080061,43
392,6,16,39,-1.0656972868110213,6,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.41062056949979,-0.5479220765965885,43
393,6,16,39,-1.0656972868110213,7,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.41062056949979,0.27939198668640486,43
394,6,16,39,-1.0656972868110213,8,4,1.2246467991473532e-16,-1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.41062056949979,-0.4529440087524925,43
414,2,13,26,-0.5699003546834198,1,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.18138196433245177,-0.2034961729438153,46
415,2,13,26,-0.5699003546834198,2,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.18138196433245177,-0.28202361171749,46
416,2,13,26,-0.5699003546834198,3,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.18138196433245177,-0.43858996713289794,46
417,2,13,26,-0.5699003546834198,4,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.18138196433245177,-0.6425904275586269,46
418,2,13,26,-0.5699003546834198,5,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.18138196433245177,-0.6535844387304167,46
419,2,13,26,-0.5699003546834198,6,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.18138196433245177,-0.45993177077716607,46
420,2,13,26,-0.5699003546834198,7,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.18138196433245177,-0.0005698199953245538,46
421,2,13,26,-0.5699003546834198,8,4,0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.18138196433245177,-0.2748634332467558,46
423,9,30,33,-0.5203206614706597,1,4,-1.0,-1.8369701987210297e-16,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5022708483480215,-0.47049255063069967,47
424,9,30,33,-0.5203206614706597,2,4,-1.0,-1.8369701987210297e-16,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5022708483480215,-0.37168872587493446,47
425,9,30,33,-0.5203206614706597,3,4,-1.0,-1.8369701987210297e-16,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5022708483480215,-0.4833799740112151,47
426,9,30,33,-0.5203206614706597,4,4,-1.0,-1.8369701987210297e-16,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5022708483480215,-0.4917000488015605,47
427,9,30,33,-0.5203206614706597,5,4,-1.0,-1.8369701987210297e-16,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5022708483480215,-0.21434455473114475,47
428,9,30,33,-0.5203206614706597,6,4,-1.0,-1.8369701987210297e-16,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5022708483480215,-0.28026183171442176,47
429,9,30,33,-0.5203206614706597,7,4,-1.0,-1.8369701987210297e-16,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5022708483480215,-0.46828657751514496,47
430,9,30,33,-0.5203206614706597,8,4,-1.0,-1.8369701987210297e-16,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,-0.5022708483480215,56.559788533335905,47
432,7,17,31,-0.7682191275344604,1,4,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.4169861898253699,1.4739072643282567,48
433,7,17,31,-0.7682191275344604,2,4,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.4169861898253699,-0.9861784766399689,48
434,7,17,31,-0.7682191275344604,3,4,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.4169861898253699,60.16807527728695,48
435,7,17,31,-0.7682191275344604,4,4,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.4169861898253699,-0.6947705175466928,48
436,7,17,31,-0.7682191275344604,5,4,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.4169861898253699,-0.9538757126567845,48
437,7,17,31,-0.7682191275344604,6,4,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.4169861898253699,155.05260685767965,48
438,7,17,31,-0.7682191275344604,7,4,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.4169861898253699,-0.9983058966961342,48
439,7,17,31,-0.7682191275344604,8,4,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,-0.4169861898253699,1.142977370488124,48
441,11,27,41,1.710765533103547,1,2,-0.5000000000000004,0.8660254037844384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6766675598273618,6.7204419889502764,49
442,11,27,41,1.710765533103547,2,2,-0.5000000000000004,0.8660254037844384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6766675598273618,0.4810362101044797,49
443,11,27,41,1.710765533103547,3,2,-0.5000000000000004,0.8660254037844384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6766675598273618,1.2120860713825539,49
444,11,27,41,1.710765533103547,4,2,-0.5000000000000004,0.8660254037844384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6766675598273618,0.019746039142590866,49
445,11,27,41,1.710765533103547,5,2,-0.5000000000000004,0.8660254037844384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6766675598273618,-0.07157137145141944,49
446,11,27,41,1.710765533103547,6,2,-0.5000000000000004,0.8660254037844384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6766675598273618,-0.27097945121200934,49
447,11,27,41,1.710765533103547,7,2,-0.5000000000000004,0.8660254037844384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6766675598273618,-0.568547196084223,49
448,11,27,41,1.710765533103547,8,2,-0.5000000000000004,0.8660254037844384,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6766675598273618,0.3645476772616137,49
450,3,10,45,-0.8673785139599808,1,4,1.0,6.123233995736766e-17,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.4169521452869665,-0.7026756492032776,50
451,3,10,45,-0.8673785139599808,2,4,1.0,6.123233995736766e-17,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.4169521452869665,25.7199032597604,50
452,3,10,45,-0.8673785139599808,3,4,1.0,6.123233995736766e-17,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.4169521452869665,-0.5214701400910966,50
453,3,10,45,-0.8673785139599808,4,4,1.0,6.123233995736766e-17,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.4169521452869665,-0.4448867967330698,50
454,3,10,45,-0.8673785139599808,5,4,1.0,6.123233995736766e-17,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.4169521452869665,-0.9583361256563468,50
455,3,10,45,-0.8673785139599808,6,4,1.0,6.123233995736766e-17,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.4169521452869665,-0.5512487501630222,50
456,3,10,45,-0.8673785139599808,7,4,1.0,6.123233995736766e-17,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.4169521452869665,-0.2905026579963914,50
457,3,10,45,-0.8673785139599808,8,4,1.0,6.123233995736766e-17,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.4169521452869665,-0.6330323769862266,50
477,9,9,31,-1.5614942189386227,1,2,-1.0,-1.8369701987210297e-16,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,-0.4704156510222733,136.05840255337708,53
478,9,9,31,-1.5614942189386227,2,2,-1.0,-1.8369701987210297e-16,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,-0.4704156510222733,-0.9785143478027556,53
479,9,9,31,-1.5614942189386227,3,2,-1.0,-1.8369701987210297e-16,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,-0.4704156510222733,-0.556468117190866,53
480,9,9,31,-1.5614942189386227,4,2,-1.0,-1.8369701987210297e-16,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,-0.4704156510222733,0.4101451035152693,53
481,9,9,31,-1.5614942189386227,5,2,-1.0,-1.8369701987210297e-16,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,-0.4704156510222733,18.236034271198847,53
482,9,9,31,-1.5614942189386227,6,2,-1.0,-1.8369701987210297e-16,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,-0.4704156510222733,-0.9620864139019654,53
483,9,9,31,-1.5614942189386227,7,2,-1.0,-1.8369701987210297e-16,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,-0.4704156510222733,54.70271706244373,53
484,9,9,31,-1.5614942189386227,8,2,-1.0,-1.8369701987210297e-16,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,-0.4704156510222733,-0.6932240029738367,53
486,11,1,39,-0.3220018886196191,1,2,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.11348962927045848,-0.7678289651520765,54
487,11,1,39,-0.3220018886196191,2,2,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.11348962927045848,40.71825278414238,54
488,11,1,39,-0.3220018886196191,3,2,-0.5000000000000004,0.8660254037844384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.11348962927045848,-0.7109494767995129,54
