,Title,Domestic,International,Genre,Release Date,MPAA,Running Time,Budget,In Release,week 1,week 2,week 3,week 4,week 5,week 6,week 7,week 8,week 9,week 10,week 11,week 12,week 13,week 14,week 15,week 16,week 17,week 18,week 19,week 20,week 21,week 22,week 23,week 24,week 25,week 26,week 27,week 28,week 29,week 30,week 31,week 32,week 33,week 34,week 35,week 36,week 37,week 38,week 39,week 40,week 41,week 42,week 43,week 44,week 45,week 46,week 47,week 48,week 49,week 50,week 51,week 52,week 53,week 54,week 55,week 56,week 57,week 58,week 59,week 60,week 61,week 62,week 63,week 64,week 65,week 66,week 67,week 68,week 69,week 70,week 71,week 72,week 73,week 74,week 75,week 76,week 77,week 78,week 79,week 80,week 81,week 82,week 83,week 84,week 85,week 86,week 87,week 88,week 89,week 90,week 91,week 92,week 93,week 94,week 95,week 96,week 97,week 98,week 99,week 100,week 101,week 102,week 103,week 104,week 105,week 106,week 107,week 108,week 109,week 110,week 111,week 112,week 113,week 114,week 115,week 116,week 117,week 118,week 119,week 120,week 121,week 122,week 123,week 124,week 125,week 126,week 127,week 128,week 129,week 130,week 131,week 132,week 133,week 134,week 135,week 136,week 137,week 138,week 139,week 140,week 141,week 142,week 143,week 144,week 145,week 146,week 147,week 148,week 149,week 150,week 151,week 152,week 153,week 154,week 155,week 156,week 157,week 158,week 159,week 160,week 161,week 162,week 163,week 164,week 165,week 166,week 167,week 168,week 169,week 170,week 171,week 172,week 173,week 174,week 175,week 176,week 177,week 178,week 179,week 180,week 181,week 182,week 183,week 184,week 185,week 186,week 187,week 188,week 189,week 190,week 191,week 192,week 193,week 194,week 195,week 196,week 197,week 198,week 199,week 200,week 201,week 202,week 203,week 204,week 205,week 206,week 207,week 208,week 209,week 210,week 211,week 212,week 213,week 214,week 215,week 216,week 217,week 218,week 219,week 220,week 221,week 222,week 223,week 224,week 225,week 226,week 227,week 228,week 229,week 230,week 231,week 232,week 233,week 234,week 235,week 236,week 237,week 238,week 239,week 240,week 241,week 242,week 243,week 244,week 245,week 246,week 247,week 248,week 249,week 250,week 251,week 252,week 253,week 254,week 255,week 256,week 257,week 258,week 259,week 260,week 261,week 262,week 263,week 264,week 265,week 266,week 267,week 268,week 269,week 270,week 271,week 272,week 273,week 274,week 275,week 276,week 277,week 278,week 279,week 280,week 281,week 282,week 283,week 284,week 285,week 286,week 287,week 288,week 289,week 290,week 291,week 292,week 293,week 294,week 295,week 296,week 297,week 298,week 299,week 300,week 301,week 302,week 303,week 304,week 305,week 306,week 307,week 308,week 309,week 310,week 311,week 312,week 313,week 314,week 315,week 316,week 317,week 318,week 319,week 320,week 321,week 322,week 323,week 324,week 325,week 326,week 327,week 328,week 329,week 330,week 331,week 332,week 333,week 334,week 335,week 336,week 337,week 338,week 339,week 340,week 341,week 342,week 343,week 344,week 345,week 346,week 347,week 348,week 349,week 350,week 351,week 352,week 353,week 354,week 355,week 356,week 357,week 358,week 359,week 360,week 361,week 362,week 363,week 364,week 365,week 366,week 367,week 368,week 369,week 370,week 371,week 372,week 373,week 374
10,On Golden Pond,"$119,285,432","$119,285,432",Drama,"Dec 4, 1981 (Feb 12, 1982)",,1 hr 49 min,,393 days/56 weeks,"$351,995","$21,959","$6,054,139","$7,221,310","$7,364,101","$11,184,287","$9,286,994","$8,189,539","$8,539,575","$7,062,347","$103,761","$189,014","$6,117,653","$8,115,342","$152,623","$119,426","$141,277","$6,165,054","$5,506,488","$3,847,130","$2,966,145","$2,016,268","$2,124,516","$1,414,915","$1,436,552","$1,120,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Chariots of Fire,"$58,972,904","$58,972,904",Biography Drama Sport,"Sep 25, 1981",,2 hr 5 min,,463 days/66 weeks,"$474,502","$478,312","$371,178","$630,904","$2,207,223","$2,716,348","$2,266,830","$2,112,220","$3,021,022","$2,775,098","$1,826,591","$3,710,558","$4,820,366","$4,919,708","$3,811,114","$2,861,132","$2,311,394","$2,418,443","$1,939,720","$1,845,174","$2,112,190","$106,011","$1,310,961",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,E.T. the Extra-Terrestrial,"$359,197,037","$359,202,488",Adventure Family Sci-Fi,"Jun 11, 1982",PG,1 hr 55 min,"$10,500,000",569 days/81 weeks,"$21,806,376","$23,015,634","$24,881,545","$24,346,757","$22,380,203","$22,886,905","$19,763,565","$18,084,856","$16,353,911","$14,503,353","$12,796,484","$10,157,661","$9,141,606","$6,220,238","$5,600,712","$5,404,940","$4,866,561","$5,030,117","$4,353,448","$4,201,750","$3,755,336","$4,211,665","$3,712,568","$4,536,769","$4,556,010","$2,850,731","$2,930,360","$4,484,857","$6,967,454","$5,338,532","$3,388,724","$2,263,959","$1,844,851","$1,649,094","$1,294,241","$1,115,539","$2,288,584","$1,769,432","$1,324,968","$973,023","$1,012,354","$724,336","$1,672,112","$2,144,166","$2,047,741","$1,536,105","$1,091,302","$708,336","$739,097","$1,067,407","$2,055,711","$1,491,203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Rocky III,"$124,146,897","$124,146,897",Drama Sport,"May 28, 1982",,1 hr 39 min,,224 days/32 weeks,"$13,157,692","$10,415,900","$8,300,100","$7,465,900","$7,534,100","$6,101,980","$5,536,030","$4,030,697","$3,909,626","$2,189,662","$3,135,285","$1,999,602","$1,850,816","$1,802,535","$1,293,767","$1,009,400","$861,100","$835,800","$675,909","$465,481","$342,028","$20,831,928","$14,694,380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,An Officer and a Gentleman,"$129,795,554","$129,795,554",Drama Romance,"Jul 30, 1982 (Aug 13, 1982)",,2 hr 4 min,,520 days/74 weeks,"$6,511,822","$5,442,958","$8,007,623","$8,335,055","$8,526,478","$9,227,288","$6,322,641","$5,306,287","$4,940,516","$4,331,794","$5,266,218","$4,206,601","$4,159,520","$3,561,440","$3,882,643","$3,363,098","$4,299,679","$4,411,727","$2,871,801","$1,581,704","$1,488,246","$2,084,361","$1,909,370","$1,835,681","$2,432,033","$1,001,957","$1,140,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Porky's,"$105,492,483","$105,492,483",Comedy,"Mar 19, 1982",,1 hr 34 min,,288 days/41 weeks,"$3,002,645","$2,708,070","$1,877,768","$1,917,793","$1,705,794","$5,558,570","$3,535,412","$11,522,705","$11,720,971","$12,160,291","$11,417,883","$8,862,262","$7,109,725","$5,752,396","$4,644,407","$3,906,250","$3,878,389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Star Trek II: The Wrath of Khan,"$78,912,963","$78,913,882",Action Adventure Sci-Fi,"Jun 4, 1982",PG,1 hr 53 min,"$11,200,000",211 days/30 weeks,"$14,264,628","$9,643,343","$7,671,775","$5,164,896","$4,100,004","$2,822,167","$2,489,810","$1,649,263","$2,039,263","$21,621,588",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Poltergeist,"$76,606,280","$76,607,421",Horror Thriller,"Jun 4, 1982",,1 hr 54 min,,217 days/31 weeks,"$9,126,323","$7,637,725","$6,475,185","$5,800,000","$5,300,000","$4,359,620","$3,883,362","$3,191,316","$2,987,257","$1,784,225","$2,264,295","$1,343,379","$1,239,304","$1,347,392","$929,850","$916,010","$552,946","$282,520","$10,460,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,The Best Little Whorehouse in Texas,"$69,701,637","$69,701,637",Comedy Musical,"Jul 23, 1982",,1 hr 54 min,,162 days/23 weeks,"$19,401,963","$14,408,863","$9,824,469","$6,807,691","$4,516,080","$2,735,985","$3,681,959","$2,365,074","$1,988,254","$1,218,786","$1,749,391","$456,827","$546,295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Annie,"$57,059,003","$57,059,003",Comedy Drama Family Musical,"May 21, 1982 (Jun 18, 1982)",,2 hr 6 min,,225 days/32 weeks,"$8,273,547","$7,427,085","$5,572,420","$4,146,400","$2,945,911","$2,870,178","$2,672,634","$1,558,201","$243,611","$935,327","$632,844","$808,207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,First Blood,"$47,212,904","$47,212,904",Action Adventure Thriller,"Oct 22, 1982",,1 hr 33 min,"$15,000,000",77 days/11 weeks,"$9,180,661","$6,624,819","$6,086,720","$4,695,578","$5,462,072","$4,522,983","$2,934,598","$1,392,089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Conan the Barbarian,"$39,565,475","$39,565,475",Adventure Fantasy,"May 14, 1982",,2 hr 9 min,,232 days/33 weeks,"$1,940,209","$1,283,215","$921,408","$793,003","$7,303,897","$3,705,486","$13,426,024","$9,458,890",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,The Sword and the Sorcerer,"$39,103,425","$39,103,425",Action Adventure Fantasy Horror,"Apr 23, 1982 (Apr 30, 1982)",,1 hr 40 min,,253 days/36 weeks,"$2,347,436","$2,117,476","$1,935,170","$3,037,476","$1,947,846","$1,593,832","$1,258,820","$1,394,889","$1,033,436","$3,190,490","$2,447,880","$2,111,000","$4,870,289","$2,648,919","$2,724,820","$2,054,246",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Richard Pryor: Live on the Sunset Strip,"$36,299,720","$36,299,720",Comedy Documentary,"Mar 12, 1982",,1 hr 22 min,,295 days/42 weeks,"$10,824,119","$8,114,466","$5,988,549","$3,165,639","$1,532,993","$1,514,252","$1,134,476","$1,211,783","$600,923","$601,673",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Tootsie,"$177,200,000","$177,200,000",Comedy Drama Romance,"Dec 17, 1982",,1 hr 56 min,"$21,000,000",380 days/54 weeks,"$10,640,415","$18,023,424","$15,937,862","$15,188,611","$12,984,432","$11,521,124","$9,579,065","$7,900,318","$6,847,544","$9,007,489","$6,652,263","$5,649,177","$5,222,115","$4,931,349","$4,163,337","$4,111,212","$4,252,876","$3,842,492","$3,008,215","$2,474,934","$1,842,180","$1,912,603","$1,752,518","$2,816,482","$1,809,244","$1,339,121","$1,150,237","$1,002,208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Young Doctors in Love,"$30,688,860","$30,688,860",Comedy,"Jul 16, 1982",,1 hr 36 min,,169 days/24 weeks,"$6,841,117","$4,837,565","$4,049,372","$3,248,676","$2,236,714","$2,668,210","$1,875,388","$1,549,619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,The World According to Garp,"$29,712,172","$29,712,172",Comedy Drama,"Jul 23, 1982",,2 hr 16 min,,162 days/23 weeks,"$4,802,170","$3,791,692","$3,006,922","$3,790,374","$3,011,540","$2,444,799","$2,286,994","$1,602,061","$1,231,147","$1,065,443","$575,506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Victor/Victoria,"$28,215,453","$28,215,847",Comedy Music Romance,"Mar 19, 1982 (Apr 2, 1982)",,2 hr 14 min,,288 days/41 weeks,"$1,039,795","$2,107,473","$1,186,346","$231,872","$196,920","$2,760,841","$3,316,379","$2,658,905","$2,160,651","$1,536,747","$1,968,708","$1,445,775","$1,323,202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Fast Times at Ridgemont High,"$27,092,880","$27,092,880",Comedy Drama,"Aug 13, 1982 (Sep 3, 1982)",,1 hr 30 min,,141 days/20 weeks,"$4,225,997","$4,034,147","$3,033,316","$4,006,547","$2,530,900","$2,316,477","$1,907,316","$1,983,324","$1,892,707","$1,162,149",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,The Toy,"$47,118,057","$47,118,057",Comedy,"Dec 10, 1982",,1 hr 42 min,,387 days/55 weeks,"$8,335,733","$7,799,190","$9,182,126","$5,874,636","$4,848,822","$3,651,192","$2,392,972","$2,022,564","$1,263,647","$1,042,862",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Pink Floyd: The Wall,"$22,244,207","$22,244,537",Drama Fantasy Music,"Aug 13, 1982 (Sep 17, 1982)",,1 hr 35 min,,147 days/21 weeks,"$4,565,903","$3,421,257","$1,831,025","$1,449,168","$936,813","$610,050","$399,661","$402,746","$264,830",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,48 Hrs.,"$78,868,508","$78,868,508",Action Comedy Crime Drama Thriller,"Dec 10, 1982",,1 hr 36 min,,387 days/55 weeks,"$6,990,336","$5,292,029","$7,932,366","$5,889,844","$6,570,579","$5,975,748","$4,973,635","$4,107,137","$3,910,906","$3,148,007","$3,229,242","$2,392,402","$2,149,056","$1,921,666","$1,872,876","$1,383,075","$1,422,904","$1,270,759",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
