,Title,Domestic,International,Genre,Month,Day,Year,MPAA,total_minutes,Budget,days_in_release,Week,Revenue,release_dayofweek,month_sin_1,month_cos_1,month_sin_2,month_cos_2,month_sin_3,month_cos_3,month_sin_4,month_cos_4
765,The Paper,38824341,38824341,Comedy Drama,3,18,1994,R,112,,289,2,7005640,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
1459,The Paper,38824341,38824341,Comedy Drama,3,18,1994,R,112,,289,3,8331920,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2153,The Paper,38824341,38824341,Comedy Drama,3,18,1994,R,112,,289,4,6355805,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2847,The Paper,38824341,38824341,Comedy Drama,3,18,1994,R,112,,289,5,4396655,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
3541,The Paper,38824341,38824341,Comedy Drama,3,18,1994,R,112,,289,6,3153880,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
4235,The Paper,38824341,38824341,Comedy Drama,3,18,1994,R,112,,289,7,2049430,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
4929,The Paper,38824341,38824341,Comedy Drama,3,18,1994,R,112,,289,8,1485590,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
5623,The Paper,38824341,38824341,Comedy Drama,3,18,1994,R,112,,289,9,1308540,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
225,The Passion of the Christ,370274604,241212132,Drama,2,25,2004,R,127,30000000,311,1,671491,2,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
919,The Passion of the Christ,370274604,241212132,Drama,2,25,2004,R,127,30000000,311,2,435528,2,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
1613,The Passion of the Christ,370274604,241212132,Drama,2,25,2004,R,127,30000000,311,3,296355,2,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
2307,The Passion of the Christ,370274604,241212132,Drama,2,25,2004,R,127,30000000,311,4,164852,2,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
3001,The Passion of the Christ,370274604,241212132,Drama,2,25,2004,R,127,30000000,311,5,107375,2,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
3695,The Passion of the Christ,370274604,241212132,Drama,2,25,2004,R,127,30000000,311,6,74281,2,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
4389,The Passion of the Christ,370274604,241212132,Drama,2,25,2004,R,127,30000000,311,7,39765,2,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
5083,The Passion of the Christ,370274604,241212132,Drama,2,25,2004,R,127,30000000,311,8,29634,2,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
5777,The Passion of the Christ,370274604,241212132,Drama,2,25,2004,R,127,30000000,311,9,32194,2,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
327,The Perfect Holiday,5812781,5812781,Comedy Family Fantasy Romance,12,12,2007,PG,96,,386,1,646828,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
1021,The Perfect Holiday,5812781,5812781,Comedy Family Fantasy Romance,12,12,2007,PG,96,,386,2,2874390,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
1715,The Perfect Holiday,5812781,5812781,Comedy Family Fantasy Romance,12,12,2007,PG,96,,386,3,1538511,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
2409,The Perfect Holiday,5812781,5812781,Comedy Family Fantasy Romance,12,12,2007,PG,96,,386,4,532435,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
3103,The Perfect Holiday,5812781,5812781,Comedy Family Fantasy Romance,12,12,2007,PG,96,,386,5,137724,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
3797,The Perfect Holiday,5812781,5812781,Comedy Family Fantasy Romance,12,12,2007,PG,96,,386,6,25523,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
4491,The Perfect Holiday,5812781,5812781,Comedy Family Fantasy Romance,12,12,2007,PG,96,,386,7,16248,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
5185,The Perfect Holiday,5812781,5812781,Comedy Family Fantasy Romance,12,12,2007,PG,96,,386,8,26307,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
5879,The Perfect Holiday,5812781,5812781,Comedy Family Fantasy Romance,12,12,2007,PG,96,,386,9,14815,2,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
64,The Player,21706101,21706101,Comedy Crime Drama Thriller,4,10,1992,R,124,,266,1,2136510,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
758,The Player,21706101,21706101,Comedy Crime Drama Thriller,4,10,1992,R,124,,266,2,2357731,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
1452,The Player,21706101,21706101,Comedy Crime Drama Thriller,4,10,1992,R,124,,266,3,1622213,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
2146,The Player,21706101,21706101,Comedy Crime Drama Thriller,4,10,1992,R,124,,266,4,1134078,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
2840,The Player,21706101,21706101,Comedy Crime Drama Thriller,4,10,1992,R,124,,266,5,473028,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
3534,The Player,21706101,21706101,Comedy Crime Drama Thriller,4,10,1992,R,124,,266,6,429889,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
4228,The Player,21706101,21706101,Comedy Crime Drama Thriller,4,10,1992,R,124,,266,7,2045312,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
4922,The Player,21706101,21706101,Comedy Crime Drama Thriller,4,10,1992,R,124,,266,8,2352214,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
5616,The Player,21706101,21706101,Comedy Crime Drama Thriller,4,10,1992,R,124,,266,9,2911865,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
671,The Pope's Exorcist,20009380,56978241,Horror Thriller,4,14,2023,R,103,,262,1,11623718,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
1365,The Pope's Exorcist,20009380,56978241,Horror Thriller,4,14,2023,R,103,,262,2,4627989,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
2059,The Pope's Exorcist,20009380,56978241,Horror Thriller,4,14,2023,R,103,,262,3,2324109,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
2753,The Pope's Exorcist,20009380,56978241,Horror Thriller,4,14,2023,R,103,,262,4,589012,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
3447,The Pope's Exorcist,20009380,56978241,Horror Thriller,4,14,2023,R,103,,262,5,470682,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
4141,The Pope's Exorcist,20009380,56978241,Horror Thriller,4,14,2023,R,103,,262,6,188126,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
4835,The Pope's Exorcist,20009380,56978241,Horror Thriller,4,14,2023,R,103,,262,7,50274,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
5529,The Pope's Exorcist,20009380,56978241,Horror Thriller,4,14,2023,R,103,,262,8,61154,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
6223,The Pope's Exorcist,20009380,56978241,Horror Thriller,4,14,2023,R,103,,262,9,43248,4,0.8660254037844387,-0.4999999999999998,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,0.8660254037844392,-0.4999999999999992
580,The Post,81903458,97865999,Biography Drama History Thriller War,12,22,2017,PG-13,116,50000000,375,1,3038629,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
1274,The Post,81903458,97865999,Biography Drama History Thriller War,12,22,2017,PG-13,116,50000000,375,2,1810235,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
1968,The Post,81903458,97865999,Biography Drama History Thriller War,12,22,2017,PG-13,116,50000000,375,3,1381556,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
2662,The Post,81903458,97865999,Biography Drama History Thriller War,12,22,2017,PG-13,116,50000000,375,4,462643,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
3356,The Post,81903458,97865999,Biography Drama History Thriller War,12,22,2017,PG-13,116,50000000,375,5,205231,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
4050,The Post,81903458,97865999,Biography Drama History Thriller War,12,22,2017,PG-13,116,50000000,375,6,141145,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
4744,The Post,81903458,97865999,Biography Drama History Thriller War,12,22,2017,PG-13,116,50000000,375,7,88201,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
5438,The Post,81903458,97865999,Biography Drama History Thriller War,12,22,2017,PG-13,116,50000000,375,8,70414,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
6132,The Post,81903458,97865999,Biography Drama History Thriller War,12,22,2017,PG-13,116,50000000,375,9,41706,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
587,The Predator,51024708,109517426,Action Adventure Sci-Fi Thriller,9,14,2018,R,107,88000000,112,1,31735122,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
1281,The Predator,51024708,109517426,Action Adventure Sci-Fi Thriller,9,14,2018,R,107,88000000,112,2,12199129,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
1975,The Predator,51024708,109517426,Action Adventure Sci-Fi Thriller,9,14,2018,R,107,88000000,112,3,5151638,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
2669,The Predator,51024708,109517426,Action Adventure Sci-Fi Thriller,9,14,2018,R,107,88000000,112,4,1404032,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
3363,The Predator,51024708,109517426,Action Adventure Sci-Fi Thriller,9,14,2018,R,107,88000000,112,5,297238,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
4057,The Predator,51024708,109517426,Action Adventure Sci-Fi Thriller,9,14,2018,R,107,88000000,112,6,89322,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
4751,The Predator,51024708,109517426,Action Adventure Sci-Fi Thriller,9,14,2018,R,107,88000000,112,7,63075,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
5445,The Predator,51024708,109517426,Action Adventure Sci-Fi Thriller,9,14,2018,R,107,88000000,112,8,41941,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
6139,The Predator,51024708,109517426,Action Adventure Sci-Fi Thriller,9,14,2018,R,107,88000000,112,9,23583,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
58,The Prince of Tides,74787599,74787599,Drama Romance,12,27,1991,R,132,,371,1,22783915,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
752,The Prince of Tides,74787599,74787599,Drama Romance,12,27,1991,R,132,,371,2,11238247,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
1446,The Prince of Tides,74787599,74787599,Drama Romance,12,27,1991,R,132,,371,3,7803043,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
2140,The Prince of Tides,74787599,74787599,Drama Romance,12,27,1991,R,132,,371,4,7128035,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
2834,The Prince of Tides,74787599,74787599,Drama Romance,12,27,1991,R,132,,371,5,4503100,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
3528,The Prince of Tides,74787599,74787599,Drama Romance,12,27,1991,R,132,,371,6,3696137,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
4222,The Prince of Tides,74787599,74787599,Drama Romance,12,27,1991,R,132,,371,7,2574207,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
4916,The Prince of Tides,74787599,74787599,Drama Romance,12,27,1991,R,132,,371,8,2765860,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
5610,The Prince of Tides,74787599,74787599,Drama Romance,12,27,1991,R,132,,371,9,2374808,4,-2.4492935982947064e-16,1.0,-4.898587196589413e-16,1.0,-7.347880794884119e-16,1.0,-9.797174393178826e-16,1.0
232,The Princess Diaries 2: Royal Engagement,95170481,39564000,Comedy Family Romance,8,11,2004,,113,40000000,149,1,14183750,2,-0.8660254037844385,-0.5000000000000004,0.8660254037844392,-0.4999999999999992,-4.898587196589413e-16,1.0,-0.8660254037844377,-0.5000000000000016
926,The Princess Diaries 2: Royal Engagement,95170481,39564000,Comedy Family Romance,8,11,2004,,113,40000000,149,2,33982425,2,-0.8660254037844385,-0.5000000000000004,0.8660254037844392,-0.4999999999999992,-4.898587196589413e-16,1.0,-0.8660254037844377,-0.5000000000000016
1620,The Princess Diaries 2: Royal Engagement,95170481,39564000,Comedy Family Romance,8,11,2004,,113,40000000,149,3,18815585,2,-0.8660254037844385,-0.5000000000000004,0.8660254037844392,-0.4999999999999992,-4.898587196589413e-16,1.0,-0.8660254037844377,-0.5000000000000016
2314,The Princess Diaries 2: Royal Engagement,95170481,39564000,Comedy Family Romance,8,11,2004,,113,40000000,149,4,10981714,2,-0.8660254037844385,-0.5000000000000004,0.8660254037844392,-0.4999999999999992,-4.898587196589413e-16,1.0,-0.8660254037844377,-0.5000000000000016
3008,The Princess Diaries 2: Royal Engagement,95170481,39564000,Comedy Family Romance,8,11,2004,,113,40000000,149,5,251324,2,-0.8660254037844385,-0.5000000000000004,0.8660254037844392,-0.4999999999999992,-4.898587196589413e-16,1.0,-0.8660254037844377,-0.5000000000000016
3702,The Princess Diaries 2: Royal Engagement,95170481,39564000,Comedy Family Romance,8,11,2004,,113,40000000,149,6,8362834,2,-0.8660254037844385,-0.5000000000000004,0.8660254037844392,-0.4999999999999992,-4.898587196589413e-16,1.0,-0.8660254037844377,-0.5000000000000016
4396,The Princess Diaries 2: Royal Engagement,95170481,39564000,Comedy Family Romance,8,11,2004,,113,40000000,149,7,3624549,2,-0.8660254037844385,-0.5000000000000004,0.8660254037844392,-0.4999999999999992,-4.898587196589413e-16,1.0,-0.8660254037844377,-0.5000000000000016
5090,The Princess Diaries 2: Royal Engagement,95170481,39564000,Comedy Family Romance,8,11,2004,,113,40000000,149,8,2286216,2,-0.8660254037844385,-0.5000000000000004,0.8660254037844392,-0.4999999999999992,-4.898587196589413e-16,1.0,-0.8660254037844377,-0.5000000000000016
5784,The Princess Diaries 2: Royal Engagement,95170481,39564000,Comedy Family Romance,8,11,2004,,113,40000000,149,9,1258406,2,-0.8660254037844385,-0.5000000000000004,0.8660254037844392,-0.4999999999999992,-4.898587196589413e-16,1.0,-0.8660254037844377,-0.5000000000000016
498,The Raid 2,2627209,3939707,Action Crime Thriller,3,28,2014,R,150,,279,1,192287,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
1192,The Raid 2,2627209,3939707,Action Crime Thriller,3,28,2014,R,150,,279,2,1442464,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
1886,The Raid 2,2627209,3939707,Action Crime Thriller,3,28,2014,R,150,,279,3,544506,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2580,The Raid 2,2627209,3939707,Action Crime Thriller,3,28,2014,R,150,,279,4,123386,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
3274,The Raid 2,2627209,3939707,Action Crime Thriller,3,28,2014,R,150,,279,5,48702,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
3968,The Raid 2,2627209,3939707,Action Crime Thriller,3,28,2014,R,150,,279,6,23089,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
4662,The Raid 2,2627209,3939707,Action Crime Thriller,3,28,2014,R,150,,279,7,12120,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
5356,The Raid 2,2627209,3939707,Action Crime Thriller,3,28,2014,R,150,,279,8,4041,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
6050,The Raid 2,2627209,3939707,Action Crime Thriller,3,28,2014,R,150,,279,9,906,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
446,The Raid: Redemption,4105187,4828057,Action Crime Thriller,3,23,2012,R,101,,284,1,58463,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
1140,The Raid: Redemption,4105187,4828057,Action Crime Thriller,3,23,2012,R,101,,284,2,26296,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
1834,The Raid: Redemption,4105187,4828057,Action Crime Thriller,3,23,2012,R,101,,284,3,19146,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2528,The Raid: Redemption,4105187,4828057,Action Crime Thriller,3,23,2012,R,101,,284,4,13931,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
3222,The Raid: Redemption,4105187,4828057,Action Crime Thriller,3,23,2012,R,101,,284,5,6185,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
3916,The Raid: Redemption,4105187,4828057,Action Crime Thriller,3,23,2012,R,101,,284,6,4844,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
4610,The Raid: Redemption,4105187,4828057,Action Crime Thriller,3,23,2012,R,101,,284,7,5097,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
5304,The Raid: Redemption,4105187,4828057,Action Crime Thriller,3,23,2012,R,101,,284,8,2031,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
5998,The Raid: Redemption,4105187,4828057,Action Crime Thriller,3,23,2012,R,101,,284,9,325,4,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
654,The Railway Children Return,466391,3832340,Adventure Drama Family,9,23,2022,PG,99,,105,1,365074,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
1348,The Railway Children Return,466391,3832340,Adventure Drama Family,9,23,2022,PG,99,,105,2,80269,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
2042,The Railway Children Return,466391,3832340,Adventure Drama Family,9,23,2022,PG,99,,105,3,7357,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
2736,The Railway Children Return,466391,3832340,Adventure Drama Family,9,23,2022,PG,99,,105,4,2947,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
3430,The Railway Children Return,466391,3832340,Adventure Drama Family,9,23,2022,PG,99,,105,5,1897,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
4124,The Railway Children Return,466391,3832340,Adventure Drama Family,9,23,2022,PG,99,,105,6,3175,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
4818,The Railway Children Return,466391,3832340,Adventure Drama Family,9,23,2022,PG,99,,105,7,1348,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
5512,The Railway Children Return,466391,3832340,Adventure Drama Family,9,23,2022,PG,99,,105,8,3175,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
6206,The Railway Children Return,466391,3832340,Adventure Drama Family,9,23,2022,PG,99,,105,9,924,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
204,The Rundown,47726342,32931579,Action Adventure Comedy Thriller,9,26,2003,PG-13,104,85000000,98,1,22983275,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
898,The Rundown,47726342,32931579,Action Adventure Comedy Thriller,9,26,2003,PG-13,104,85000000,98,2,12097070,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
1592,The Rundown,47726342,32931579,Action Adventure Comedy Thriller,9,26,2003,PG-13,104,85000000,98,3,6657745,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
2286,The Rundown,47726342,32931579,Action Adventure Comedy Thriller,9,26,2003,PG-13,104,85000000,98,4,3452675,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
2980,The Rundown,47726342,32931579,Action Adventure Comedy Thriller,9,26,2003,PG-13,104,85000000,98,5,1280145,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
3674,The Rundown,47726342,32931579,Action Adventure Comedy Thriller,9,26,2003,PG-13,104,85000000,98,6,604225,4,-1.0,-1.8369701987210297e-16,3.6739403974420594e-16,-1.0,1.0,5.51091059616309e-16,-7.347880794884119e-16,1.0
